,DATE,WEATHER
10827,2010-08-04,Cloudy
10828,2010-08-04,Snow
10829,2010-08-04,Cloudy
10830,2010-08-04,Cloudy
10831,2010-08-04,Cloudy
10832,2010-08-04,Cloudy
10833,2010-08-05,Fog
10834,2010-08-05,Cloudy
10835,2010-08-05,Cloudy
10836,2010-08-06,Fog
10837,2010-08-08,Fog
10838,2010-08-08,Cloudy
10839,2010-08-08,Snow
10840,2010-08-09,Cloudy
10841,2010-08-09,Cloudy
10842,2010-08-09,Rain
10843,2010-08-09,Fog
10844,2010-08-10,Fog
10845,2010-08-10,Fog
10846,2010-08-11,Sunny
10847,2010-08-11,Fog
10848,2010-08-11,Fog
10849,2010-08-13,Rain
10850,2010-08-13,Cloudy
10851,2010-08-13,Cloudy
10852,2010-08-13,Cloudy
10853,2010-08-13,Cloudy
10854,2010-08-14,Cloudy
10855,2010-08-14,Rain
10856,2010-08-14,Cloudy
10857,2010-08-15,Fog
10858,2010-08-17,Snow
10859,2010-08-18,Snow
10860,2010-08-19,Fog
10861,2010-08-20,Snow
10862,2010-08-20,Cloudy
10863,2010-08-20,Fog
10864,2010-08-21,Fog
10865,2010-08-21,Cloudy
10866,2010-08-21,Fog
10867,2010-08-21,Cloudy
10868,2010-08-21,Fog
10869,2010-08-21,Snow
10870,2010-08-24,Fog
10871,2010-08-24,Rain
10872,2010-08-28,Fog
10873,2010-09-01,Fog
10874,2010-09-01,Snow
10875,2010-09-01,Fog
10876,2010-09-02,Cloudy
10877,2010-09-02,Cloudy
10878,2010-09-02,Snow
10879,2010-09-02,Cloudy
10880,2010-09-02,Cloudy
10881,2010-09-02,Cloudy
10882,2010-09-02,Fog
10883,2010-09-03,Cloudy
10884,2010-09-03,Cloudy
10885,2010-09-03,Cloudy
10886,2010-09-03,Rain
10887,2010-09-04,Rain
10888,2010-09-04,Fog
10889,2010-09-05,Snow
10890,2010-09-06,Fog
10891,2010-09-06,Cloudy
10892,2010-09-06,Rain
10893,2010-09-11,Snow
10894,2010-09-11,Fog
10895,2010-09-11,Fog
10896,2010-09-14,Fog
10897,2010-09-15,Fog
10898,2010-09-15,Rain
10899,2010-09-16,Fog
10900,2010-09-16,Snow
10901,2010-09-16,Fog
10902,2010-09-17,Fog
10903,2010-09-18,Cloudy
10904,2010-09-18,Cloudy
10905,2010-09-18,Cloudy
10906,2010-09-18,Cloudy
10907,2010-09-18,Snow
10908,2010-09-19,Cloudy
10909,2010-09-19,Snow
10910,2010-09-19,Cloudy
10911,2010-09-20,Rain
10912,2010-09-20,Cloudy
10913,2010-09-21,Cloudy
10914,2010-09-21,Snow
10915,2010-09-21,Cloudy
10916,2010-09-21,Cloudy
10917,2010-09-21,Cloudy
10918,2010-09-21,Cloudy
10919,2010-09-22,Fog
10920,2010-09-22,Cloudy
10921,2010-09-22,Cloudy
10922,2010-09-22,Cloudy
10923,2010-09-22,Cloudy
10924,2010-09-22,Cloudy
10925,2010-09-22,Cloudy
10926,2010-09-22,Fog
10927,2010-09-22,Fog
10928,2010-09-23,Fog
10929,2010-09-23,Fog
10930,2010-09-23,Fog
10931,2010-09-24,Fog
10932,2010-09-24,Fog
10933,2010-09-24,Snow
10934,2010-09-24,Fog
10935,2010-09-26,Snow
10936,2010-09-26,Fog
10937,2010-09-27,Fog
10938,2010-09-28,Fog
10939,2010-09-29,Fog
10940,2010-09-29,Fog
10941,2010-09-29,Fog
10942,2010-10-01,Fog
10943,2010-10-01,Snow
10944,2010-10-02,Snow
10945,2010-10-02,Fog
10946,2010-10-02,Fog
10947,2010-10-03,Snow
10948,2010-10-03,Fog
10949,2010-10-03,Fog
10950,2010-10-05,Fog
10951,2010-10-05,Fog
10952,2010-10-09,Fog
10953,2010-10-09,Fog
10954,2010-10-10,Fog
10955,2010-10-10,Fog
10956,2010-10-11,Fog
10957,2010-10-12,Fog
10958,2010-10-12,Fog
10959,2010-10-12,Fog
10960,2010-10-13,Cloudy
10961,2010-10-13,Cloudy
10962,2010-10-13,Snow
10963,2010-10-13,Cloudy
10964,2010-10-13,Cloudy
10965,2010-10-13,Fog
10966,2010-10-14,Cloudy
10967,2010-10-14,Cloudy
10968,2010-10-14,Cloudy
10969,2010-10-14,Cloudy
10970,2010-10-16,Fog
10971,2010-10-16,Fog
10972,2010-10-16,Sunny
10973,2010-10-18,Fog
10974,2010-10-18,Fog
10975,2010-10-19,Fog
10976,2010-10-20,Rain
10977,2010-10-22,Rain
10978,2010-10-23,Snow
10979,2010-10-23,Cloudy
10980,2010-10-23,Cloudy
10981,2010-10-23,Cloudy
10982,2010-10-23,Fog
10983,2010-10-24,Snow
10984,2010-10-24,Cloudy
10985,2010-10-24,Cloudy
10986,2010-10-24,Cloudy
10987,2010-10-24,Cloudy
10988,2010-10-24,Cloudy
10989,2010-10-24,Cloudy
10990,2010-10-24,Cloudy
10991,2010-10-25,Cloudy
10992,2010-10-25,Cloudy
10993,2010-10-25,Sunny
10994,2010-10-25,Cloudy
10995,2010-10-25,Fog
10996,2010-10-25,Fog
10997,2010-10-26,Cloudy
10998,2010-10-26,Cloudy
10999,2010-10-26,Cloudy
11000,2010-10-26,Cloudy
11001,2010-10-26,Cloudy
11002,2010-10-26,Cloudy
11003,2010-10-26,Snow
11004,2010-10-27,Cloudy
11005,2010-10-27,Cloudy
11006,2010-10-27,Cloudy
11007,2010-10-27,Cloudy
11008,2010-10-28,Cloudy
11009,2010-10-28,Cloudy
11010,2010-10-28,Rain
11011,2010-10-29,Fog
11012,2010-11-01,Fog
11013,2010-11-02,Fog
11014,2010-11-02,Fog
11015,2010-11-03,Snow
11016,2010-11-03,Fog
11017,2010-11-04,Snow
11018,2010-11-04,Fog
11019,2010-11-04,Snow
11020,2010-11-10,Fog
11021,2010-11-11,Fog
11022,2010-11-11,Snow
11023,2010-11-12,Fog
11024,2010-11-12,Rain
11025,2010-11-13,Fog
11026,2010-11-13,Snow
11027,2010-11-13,Fog
11028,2010-11-14,Fog
11029,2010-11-14,Snow
11030,2010-11-14,Fog
11031,2010-11-15,Sunny
11032,2010-11-15,Fog
11033,2010-11-15,Fog
11034,2010-11-16,Fog
11035,2010-11-16,Fog
11036,2010-11-17,Rain
11037,2010-11-17,Fog
11038,2010-11-17,Fog
11039,2010-11-17,Fog
11040,2010-11-18,Fog
11041,2010-11-19,Fog
11042,2010-11-19,Fog
11043,2010-11-19,Fog
11044,2010-11-20,Sunny
11045,2010-11-20,Fog
11046,2010-11-20,Fog
11047,2010-11-20,Fog
11048,2010-11-21,Rain
11049,2010-11-21,Fog
11050,2010-11-21,Fog
11051,2010-11-21,Fog
11052,2010-11-21,Fog
11053,2010-11-22,Cloudy
11054,2010-11-22,Cloudy
11055,2010-11-22,Cloudy
11056,2010-11-22,Cloudy
11057,2010-11-22,Snow
11058,2010-11-22,Cloudy
11059,2010-11-22,Fog
11060,2010-11-22,Fog
11061,2010-11-23,Cloudy
11062,2010-11-23,Cloudy
11063,2010-11-23,Cloudy
11064,2010-11-23,Cloudy
11065,2010-11-24,Fog
11066,2010-11-24,Snow
11067,2010-11-24,Snow
11068,2010-11-24,Cloudy
11069,2010-11-24,Fog
11070,2010-11-25,Snow
11071,2010-11-25,Rain
11072,2010-11-25,Fog
11073,2010-11-25,Fog
11074,2010-11-25,Fog
11075,2010-11-25,Fog
11076,2010-11-25,Snow
11077,2010-11-25,Fog
11078,2010-11-29,Snow
11079,2010-11-29,Fog
11080,2010-11-29,Fog
11081,2010-11-30,Fog
11082,2010-11-30,Snow
11083,2010-11-30,Fog
11084,2010-12-01,Fog
11085,2010-12-01,Snow
11086,2010-12-03,Snow
11087,2010-12-04,Fog
11088,2010-12-04,Snow
11089,2010-12-04,Fog
11090,2010-12-05,Snow
11091,2010-12-05,Snow
11092,2010-12-06,Snow
11093,2010-12-09,Fog
11094,2010-12-09,Fog
11095,2010-12-09,Snow
11096,2010-12-10,Fog
11097,2010-12-10,Sunny
11098,2010-12-10,Fog
11099,2010-12-10,Fog
11100,2010-12-11,Fog
11101,2010-12-11,Fog
11102,2010-12-11,Snow
11103,2010-12-11,Fog
11104,2010-12-12,Fog
11105,2010-12-12,Fog
11106,2010-12-12,Snow
11107,2010-12-13,Snow
11108,2010-12-15,Fog
11109,2010-12-15,Fog
11110,2010-12-15,Fog
11111,2010-12-16,Snow
11112,2010-12-16,Fog
11113,2010-12-17,Fog
11114,2010-12-17,Fog
11115,2010-12-17,Sunny
11116,2010-12-18,Fog
11117,2010-12-18,Sunny
11118,2010-12-18,Fog
11119,2010-12-19,Fog
11120,2010-12-20,Fog
11121,2010-12-20,Snow
11122,2010-12-20,Fog
11123,2010-12-21,Snow
11124,2010-12-21,Fog
11125,2010-12-21,Fog
11126,2010-12-21,Snow
11127,2010-12-21,Snow
11128,2010-12-21,Snow
11129,2010-12-21,Snow
11130,2010-12-21,Fog
11131,2010-12-21,Snow
11132,2010-12-21,Snow
11133,2010-12-22,Snow
11134,2010-12-22,Fog
11135,2010-12-22,Snow
11136,2010-12-22,Fog
11137,2010-12-22,Fog
11138,2010-12-22,Fog
11139,2010-12-22,Fog
11140,2010-12-23,Fog
11141,2010-12-23,Fog
11142,2010-12-24,Fog
11143,2010-12-24,Snow
11144,2010-12-24,Fog
11145,2010-12-25,Snow
11146,2010-12-25,Fog
11147,2010-12-25,Fog
11148,2010-12-26,Snow
11149,2010-12-26,Fog
11150,2010-12-26,Fog
11151,2010-12-27,Sunny
11152,2010-12-27,Fog
11153,2010-12-27,Fog
11154,2010-12-28,Sunny
11155,2010-12-28,Fog
11156,2010-12-28,Fog
11157,2010-12-28,Fog
11158,2010-12-28,Fog
11159,2010-12-29,Fog
11160,2010-12-29,Snow
11161,2010-12-29,Fog
11162,2010-12-29,Fog
11163,2010-12-29,Fog
11164,2010-12-30,Fog
11165,2010-12-30,Fog
11166,2010-12-30,Fog
11167,2010-12-30,Fog
11168,2010-12-30,Fog
11169,2010-12-30,Snow
11170,2010-12-30,Fog
11171,2010-12-31,Cloudy
11172,2010-12-31,Cloudy
11173,2010-12-31,Cloudy
11174,2010-12-31,Cloudy
11175,2010-12-31,Fog
11176,2010-12-31,Snow
11177,2010-12-31,Cloudy
11178,2011-01-01,Snow
11179,2011-01-01,Cloudy
11180,2011-01-01,Cloudy
11181,2011-01-02,Snow
11182,2011-01-02,Cloudy
11183,2011-01-03,Snow
11184,2011-01-04,Snow
11185,2011-01-05,Snow
11186,2011-01-05,Snow
11187,2011-01-05,Fog
11188,2011-01-06,Snow
11189,2011-01-06,Snow
11190,2011-01-06,Fog
11191,2011-01-06,Fog
11192,2011-01-07,Snow
11193,2011-01-07,Fog
11194,2011-01-08,Snow
11195,2011-01-08,Snow
11196,2011-01-09,Snow
11197,2011-01-09,Fog
11198,2011-01-10,Fog
11199,2011-01-10,Snow
11200,2011-01-11,Snow
11201,2011-01-11,Fog
11202,2011-01-11,Fog
11203,2011-01-11,Fog
11204,2011-01-12,Snow
11205,2011-01-13,Fog
11206,2011-01-13,Fog
11207,2011-01-13,Fog
11208,2011-01-13,Snow
11209,2011-01-14,Snow
11210,2011-01-14,Snow
11211,2011-01-14,Fog
11212,2011-01-14,Fog
11213,2011-01-15,Fog
11214,2011-01-15,Snow
11215,2011-01-15,Fog
11216,2011-01-15,Snow
11217,2011-01-16,Snow
11218,2011-01-16,Fog
11219,2011-01-16,Fog
11220,2011-01-16,Snow
11221,2011-01-17,Snow
11222,2011-01-17,Fog
11223,2011-01-17,Fog
11224,2011-01-17,Fog
11225,2011-01-17,Snow
11226,2011-01-18,Snow
11227,2011-01-18,Fog
11228,2011-01-18,Snow
11229,2011-01-18,Fog
11230,2011-01-18,Snow
11231,2011-01-18,Snow
11232,2011-01-19,Snow
11233,2011-01-19,Snow
11234,2011-01-19,Fog
11235,2011-01-19,Snow
11236,2011-01-19,Snow
11237,2011-01-20,Fog
11238,2011-01-20,Snow
11239,2011-01-20,Snow
11240,2011-01-20,Fog
11241,2011-01-20,Snow
11242,2011-01-21,Snow
11243,2011-01-22,Snow
11244,2011-01-22,Fog
11245,2011-01-22,Snow
11246,2011-01-23,Snow
11247,2011-01-23,Snow
11248,2011-01-23,Fog
11249,2011-01-23,Fog
11250,2011-01-24,Snow
11251,2011-01-24,Fog
11252,2011-01-24,Fog
11253,2011-01-24,Snow
11254,2011-01-24,Fog
11255,2011-01-25,Snow
11256,2011-01-25,Fog
11257,2011-01-25,Fog
11258,2011-01-25,Snow
11259,2011-01-25,Fog
11260,2011-01-25,Fog
11261,2011-01-26,Fog
11262,2011-01-26,Fog
11263,2011-01-26,Snow
11264,2011-01-26,Fog
11265,2011-01-26,Fog
11266,2011-01-26,Fog
11267,2011-01-27,Fog
11268,2011-01-27,Fog
11269,2011-01-27,Fog
11270,2011-01-27,Snow
11271,2011-01-27,Fog
11272,2011-01-27,Snow
11273,2011-01-27,Fog
11274,2011-01-27,Fog
11275,2011-01-28,Fog
11276,2011-01-28,Snow
11277,2011-01-28,Fog
11278,2011-01-28,Snow
11279,2011-01-29,Snow
11280,2011-01-29,Fog
11281,2011-01-29,Snow
11282,2011-01-29,Fog
11283,2011-01-30,Snow
11284,2011-01-30,Fog
11285,2011-01-30,Fog
11286,2011-01-30,Snow
11287,2011-01-30,Snow
11288,2011-01-30,Fog
11289,2011-01-31,Fog
11290,2011-01-31,Snow
11291,2011-01-31,Fog
11292,2011-01-31,Snow
11293,2011-02-01,Snow
11294,2011-02-01,Cloudy
11295,2011-02-01,Snow
11296,2011-02-01,Snow
11297,2011-02-01,Cloudy
11298,2011-02-02,Fog
11299,2011-02-02,Snow
11300,2011-02-02,Cloudy
11301,2011-02-02,Snow
11302,2011-02-02,Fog
11303,2011-02-02,Fog
11304,2011-02-02,Cloudy
11305,2011-02-02,Fog
11306,2011-02-03,Snow
11307,2011-02-03,Cloudy
11308,2011-02-03,Cloudy
11309,2011-02-04,Snow
11310,2011-02-05,Snow
11311,2011-02-06,Snow
11312,2011-02-06,Fog
11313,2011-02-06,Fog
11314,2011-02-06,Fog
11315,2011-02-07,Fog
11316,2011-02-07,Fog
11317,2011-02-07,Snow
11318,2011-02-07,Snow
11319,2011-02-08,Fog
11320,2011-02-08,Snow
11321,2011-02-08,Fog
11322,2011-02-08,Snow
11323,2011-02-09,Snow
11324,2011-02-10,Fog
11325,2011-02-10,Snow
11326,2011-02-11,Snow
11327,2011-02-11,Fog
11328,2011-02-11,Snow
11329,2011-02-11,Fog
11330,2011-02-12,Snow
11331,2011-02-12,Snow
11332,2011-02-13,Snow
11333,2011-02-14,Snow
11334,2011-02-15,Rain
11335,2011-02-15,Snow
11336,2011-02-16,Sunny
11337,2011-02-16,Fog
11338,2011-02-16,Fog
11339,2011-02-17,Fog
11340,2011-02-17,Fog
11341,2011-02-18,Snow
11342,2011-02-19,Snow
11343,2011-02-20,Cloudy
11344,2011-02-20,Fog
11345,2011-02-20,Snow
11346,2011-02-20,Fog
11347,2011-02-20,Snow
11348,2011-02-20,Snow
11349,2011-02-21,Cloudy
11350,2011-02-21,Snow
11351,2011-02-21,Fog
11352,2011-02-21,Fog
11353,2011-02-21,Snow
11354,2011-02-21,Snow
11355,2011-02-22,Fog
11356,2011-02-22,Snow
11357,2011-02-22,Fog
11358,2011-02-22,Snow
11359,2011-02-22,Snow
11360,2011-02-22,Snow
11361,2011-02-22,Snow
11362,2011-02-22,Snow
11363,2011-02-23,Snow
11364,2011-02-23,Fog
11365,2011-02-23,Fog
11366,2011-02-23,Snow
11367,2011-02-23,Snow
11368,2011-02-24,Snow
11369,2011-02-24,Snow
11370,2011-02-24,Rain
11371,2011-02-24,Snow
11372,2011-02-24,Fog
11373,2011-02-24,Fog
11374,2011-02-24,Snow
11375,2011-02-24,Cloudy
11376,2011-02-25,Fog
11377,2011-02-25,Fog
11378,2011-02-25,Snow
11379,2011-02-25,Fog
11380,2011-02-26,Snow
11381,2011-02-26,Fog
11382,2011-02-26,Fog
11383,2011-02-26,Snow
11384,2011-02-26,Snow
11385,2011-02-27,Snow
11386,2011-02-27,Snow
11387,2011-02-27,Cloudy
11388,2011-02-27,Snow
11389,2011-02-27,Snow
11390,2011-02-27,Cloudy
11391,2011-02-27,Snow
11392,2011-02-28,Snow
11393,2011-02-28,Cloudy
11394,2011-02-28,Snow
11395,2011-02-28,Fog
11396,2011-02-28,Snow
11397,2011-02-28,Snow
11398,2011-02-28,Fog
11399,2011-02-28,Cloudy
11400,2011-02-28,Cloudy
11401,2011-02-28,Snow
11402,2011-02-28,Snow
11403,2011-03-01,Fog
11404,2011-03-01,Snow
11405,2011-03-01,Snow
11406,2011-03-01,Fog
11407,2011-03-01,Fog
11408,2011-03-02,Snow
11409,2011-03-03,Rain
11410,2011-03-03,Snow
11411,2011-03-04,Cloudy
11412,2011-03-04,Fog
11413,2011-03-04,Rain
11414,2011-03-04,Fog
11415,2011-03-05,Fog
11416,2011-03-05,Snow
11417,2011-03-05,Cloudy
11418,2011-03-05,Fog
11419,2011-03-05,Cloudy
11420,2011-03-05,Fog
11421,2011-03-05,Cloudy
11422,2011-03-05,Cloudy
11423,2011-03-06,Snow
11424,2011-03-06,Snow
11425,2011-03-07,Snow
11426,2011-03-07,Fog
11427,2011-03-07,Fog
11428,2011-03-08,Fog
11429,2011-03-08,Rain
11430,2011-03-08,Fog
11431,2011-03-08,Fog
11432,2011-03-08,Fog
11433,2011-03-09,Fog
11434,2011-03-09,Rain
11435,2011-03-09,Fog
11436,2011-03-09,Fog
11437,2011-03-09,Fog
11438,2011-03-10,Snow
11439,2011-03-10,Fog
11440,2011-03-10,Snow
11441,2011-03-10,Fog
11442,2011-03-11,Snow
11443,2011-03-11,Snow
11444,2011-03-13,Fog
11445,2011-03-13,Snow
11446,2011-03-14,Snow
11447,2011-03-14,Fog
11448,2011-03-14,Fog
11449,2011-03-15,Fog
11450,2011-03-15,Fog
11451,2011-03-15,Fog
11452,2011-03-16,Fog
11453,2011-03-16,Snow
11454,2011-03-16,Sunny
11455,2011-03-16,Fog
11456,2011-03-16,Fog
11457,2011-03-18,Fog
11458,2011-03-19,Snow
11459,2011-03-19,Fog
11460,2011-03-19,Fog
11461,2011-03-20,Cloudy
11462,2011-03-20,Cloudy
11463,2011-03-20,Rain
11464,2011-03-20,Cloudy
11465,2011-03-20,Cloudy
11466,2011-03-20,Snow
11467,2011-03-21,Cloudy
11468,2011-03-21,Cloudy
11469,2011-03-21,Rain
11470,2011-03-21,Snow
11471,2011-03-21,Cloudy
11472,2011-03-21,Cloudy
11473,2011-03-21,Cloudy
11474,2011-03-21,Cloudy
11475,2011-03-21,Cloudy
11476,2011-03-21,Cloudy
11477,2011-03-21,Cloudy
11478,2011-03-22,Cloudy
11479,2011-03-22,Rain
11480,2011-03-22,Cloudy
11481,2011-03-22,Snow
11482,2011-03-22,Cloudy
11483,2011-03-22,Cloudy
11484,2011-03-22,Cloudy
11485,2011-03-22,Cloudy
11486,2011-03-22,Cloudy
11487,2011-03-22,Cloudy
11488,2011-03-22,Cloudy
11489,2011-03-23,Fog
11490,2011-03-23,Fog
11491,2011-03-23,Snow
11492,2011-03-23,Snow
11493,2011-03-23,Fog
11494,2011-03-23,Fog
11495,2011-03-24,Snow
11496,2011-03-24,Fog
11497,2011-03-24,Snow
11498,2011-03-24,Fog
11499,2011-03-25,Snow
11500,2011-03-25,Snow
11501,2011-03-25,Fog
11502,2011-03-26,Snow
11503,2011-03-27,Snow
11504,2011-03-28,Snow
11505,2011-03-29,Snow
11506,2011-03-30,Fog
11507,2011-03-31,Snow
11508,2011-04-01,Fog
11509,2011-04-01,Rain
11510,2011-04-01,Fog
11511,2011-04-03,Cloudy
11512,2011-04-03,Cloudy
11513,2011-04-03,Cloudy
11514,2011-04-03,Cloudy
11515,2011-04-03,Rain
11516,2011-04-04,Cloudy
11517,2011-04-04,Cloudy
11518,2011-04-04,Cloudy
11519,2011-04-04,Cloudy
11520,2011-04-04,Cloudy
11521,2011-04-04,Rain
11522,2011-04-04,Cloudy
11523,2011-04-04,Cloudy
11524,2011-04-04,Cloudy
11525,2011-04-04,Cloudy
11526,2011-04-04,Cloudy
11527,2011-04-04,Cloudy
11528,2011-04-05,Snow
11529,2011-04-06,Fog
11530,2011-04-06,Rain
11531,2011-04-06,Fog
11532,2011-04-06,Fog
11533,2011-04-07,Fog
11534,2011-04-07,Fog
11535,2011-04-07,Rain
11536,2011-04-07,Fog
11537,2011-04-07,Fog
11538,2011-04-07,Fog
11539,2011-04-07,Fog
11540,2011-04-07,Fog
11541,2011-04-07,Fog
11542,2011-04-07,Fog
11543,2011-04-08,Fog
11544,2011-04-08,Fog
11545,2011-04-08,Fog
11546,2011-04-08,Rain
11547,2011-04-08,Fog
11548,2011-04-08,Fog
11549,2011-04-09,Fog
11550,2011-04-09,Sunny
11551,2011-04-09,Fog
11552,2011-04-09,Fog
11553,2011-04-09,Fog
11554,2011-04-09,Fog
11555,2011-04-09,Fog
11556,2011-04-10,Fog
11557,2011-04-10,Rain
11558,2011-04-10,Cloudy
11559,2011-04-10,Fog
11560,2011-04-10,Fog
11561,2011-04-10,Fog
11562,2011-04-11,Fog
11563,2011-04-11,Cloudy
11564,2011-04-12,Fog
11565,2011-04-14,Rain
11566,2011-04-15,Cloudy
11567,2011-04-15,Cloudy
11568,2011-04-15,Rain
11569,2011-04-15,Cloudy
11570,2011-04-16,Fog
11571,2011-04-16,Cloudy
11572,2011-04-16,Cloudy
11573,2011-04-16,Fog
11574,2011-04-16,Snow
11575,2011-04-16,Fog
11576,2011-04-17,Fog
11577,2011-04-17,Rain
11578,2011-04-17,Fog
11579,2011-04-18,Fog
11580,2011-04-18,Fog
11581,2011-04-18,Fog
11582,2011-04-18,Snow
11583,2011-04-18,Snow
11584,2011-04-19,Snow
11585,2011-04-19,Snow
11586,2011-04-19,Fog
11587,2011-04-19,Snow
11588,2011-04-19,Snow
11589,2011-04-20,Cloudy
11590,2011-04-20,Cloudy
11591,2011-04-20,Fog
11592,2011-04-20,Rain
11593,2011-04-20,Fog
11594,2011-04-20,Cloudy
11595,2011-04-20,Snow
11596,2011-04-20,Snow
11597,2011-04-21,Fog
11598,2011-04-21,Fog
11599,2011-04-21,Rain
11600,2011-04-22,Cloudy
11601,2011-04-22,Fog
11602,2011-04-22,Cloudy
11603,2011-04-22,Cloudy
11604,2011-04-22,Fog
11605,2011-04-22,Cloudy
11606,2011-04-22,Cloudy
11607,2011-04-22,Rain
11608,2011-04-23,Cloudy
11609,2011-04-23,Fog
11610,2011-04-23,Snow
11611,2011-04-23,Cloudy
11612,2011-04-23,Fog
11613,2011-04-23,Sunny
11614,2011-04-23,Cloudy
11615,2011-04-25,Fog
11616,2011-04-25,Fog
11617,2011-04-25,Fog
11618,2011-04-25,Rain
11619,2011-04-26,Fog
11620,2011-04-26,Fog
11621,2011-04-26,Cloudy
11622,2011-04-26,Rain
11623,2011-04-26,Cloudy
11624,2011-04-27,Rain
11625,2011-04-27,Fog
11626,2011-04-27,Fog
11627,2011-04-27,Fog
11628,2011-04-28,Rain
11629,2011-04-28,Fog
11630,2011-04-28,Fog
11631,2011-04-28,Fog
11632,2011-04-29,Fog
11633,2011-04-30,Fog
11634,2011-05-03,Rain
11635,2011-05-04,Fog
11636,2011-05-05,Cloudy
11637,2011-05-05,Rain
11638,2011-05-05,Cloudy
11639,2011-05-05,Cloudy
11640,2011-05-05,Cloudy
11641,2011-05-05,Cloudy
11642,2011-05-06,Fog
11643,2011-05-06,Fog
11644,2011-05-06,Cloudy
11645,2011-05-06,Fog
11646,2011-05-06,Fog
11647,2011-05-06,Rain
11648,2011-05-07,Fog
11649,2011-05-07,Rain
11650,2011-05-08,Fog
11651,2011-05-08,Fog
11652,2011-05-09,Rain
11653,2011-05-10,Fog
11654,2011-05-10,Fog
11655,2011-05-11,Cloudy
11656,2011-05-11,Snow
11657,2011-05-11,Cloudy
11658,2011-05-11,Fog
11659,2011-05-11,Rain
11660,2011-05-11,Cloudy
11661,2011-05-11,Cloudy
11662,2011-05-12,Cloudy
11663,2011-05-12,Rain
11664,2011-05-12,Cloudy
11665,2011-05-12,Snow
11666,2011-05-12,Cloudy
11667,2011-05-12,Cloudy
11668,2011-05-12,Cloudy
11669,2011-05-12,Cloudy
11670,2011-05-13,Fog
11671,2011-05-13,Fog
11672,2011-05-13,Cloudy
11673,2011-05-13,Rain
11674,2011-05-13,Fog
11675,2011-05-13,Fog
11676,2011-05-14,Fog
11677,2011-05-14,Fog
11678,2011-05-14,Rain
11679,2011-05-14,Fog
11680,2011-05-14,Fog
11681,2011-05-14,Fog
11682,2011-05-14,Fog
11683,2011-05-15,Rain
11684,2011-05-15,Fog
11685,2011-05-15,Fog
11686,2011-05-15,Fog
11687,2011-05-15,Fog
11688,2011-05-15,Fog
11689,2011-05-15,Fog
11690,2011-05-16,Fog
11691,2011-05-18,Fog
11692,2011-05-18,Fog
11693,2011-05-18,Fog
11694,2011-05-18,Rain
11695,2011-05-18,Fog
11696,2011-05-19,Fog
11697,2011-05-19,Sunny
11698,2011-05-19,Fog
11699,2011-05-19,Fog
11700,2011-05-20,Fog
11701,2011-05-20,Sunny
11702,2011-05-20,Fog
11703,2011-05-20,Fog
11704,2011-05-20,Fog
11705,2011-05-21,Rain
11706,2011-05-21,Fog
11707,2011-05-21,Fog
11708,2011-05-21,Fog
11709,2011-05-22,Cloudy
11710,2011-05-22,Snow
11711,2011-05-22,Cloudy
11712,2011-05-22,Cloudy
11713,2011-05-22,Snow
11714,2011-05-23,Cloudy
11715,2011-05-23,Cloudy
11716,2011-05-23,Fog
11717,2011-05-23,Rain
11718,2011-05-23,Snow
11719,2011-05-24,Cloudy
11720,2011-05-24,Rain
11721,2011-05-25,Cloudy
11722,2011-05-25,Rain
11723,2011-05-25,Cloudy
11724,2011-05-25,Cloudy
11725,2011-05-25,Cloudy
11726,2011-05-25,Cloudy
11727,2011-05-25,Cloudy
11728,2011-05-26,Cloudy
11729,2011-05-26,Cloudy
11730,2011-05-26,Rain
11731,2011-05-26,Fog
11732,2011-05-26,Snow
11733,2011-05-26,Fog
11734,2011-05-26,Fog
11735,2011-05-26,Cloudy
11736,2011-05-26,Cloudy
11737,2011-05-27,Rain
11738,2011-05-28,Fog
11739,2011-05-28,Rain
11740,2011-05-28,Cloudy
11741,2011-05-28,Cloudy
11742,2011-05-28,Cloudy
11743,2011-05-28,Fog
11744,2011-05-28,Cloudy
11745,2011-05-29,Cloudy
11746,2011-05-29,Cloudy
11747,2011-05-29,Fog
11748,2011-05-29,Cloudy
11749,2011-05-29,Fog
11750,2011-05-29,Cloudy
11751,2011-05-29,Cloudy
11752,2011-05-29,Cloudy
11753,2011-05-29,Fog
11754,2011-05-29,Cloudy
11755,2011-05-30,Fog
11756,2011-05-30,Cloudy
11757,2011-05-30,Cloudy
11758,2011-05-30,Fog
11759,2011-05-30,Cloudy
11760,2011-05-31,Cloudy
11761,2011-05-31,Cloudy
11762,2011-05-31,Rain
11763,2011-05-31,Cloudy
11764,2011-05-31,Cloudy
11765,2011-06-01,Cloudy
11766,2011-06-01,Cloudy
11767,2011-06-01,Cloudy
11768,2011-06-02,Rain
11769,2011-06-03,Rain
11770,2011-06-03,Fog
11771,2011-06-04,Cloudy
11772,2011-06-04,Snow
11773,2011-06-04,Cloudy
11774,2011-06-04,Rain
11775,2011-06-04,Snow
11776,2011-06-05,Fog
11777,2011-06-05,Rain
11778,2011-06-05,Fog
11779,2011-06-05,Cloudy
11780,2011-06-05,Cloudy
11781,2011-06-07,Fog
11782,2011-06-08,Cloudy
11783,2011-06-08,Snow
11784,2011-06-08,Cloudy
11785,2011-06-08,Rain
11786,2011-06-08,Cloudy
11787,2011-06-09,Cloudy
11788,2011-06-09,Cloudy
11789,2011-06-09,Cloudy
11790,2011-06-09,Cloudy
